9, 13
1, 1, 2
1, 2, 117
1, 3, 169
1, 4, 154
1, 5, 148
1, 6, 179
1, 7, 137
1, 8, 127
1, 9, 144
1, 10, 128
1, 11, 162
1, 12, 166
1, 13, 153
2, 1, 117
2, 2, 188
2, 3, 117
2, 4, 160
2, 5, 157
2, 6, 118
2, 7, 156
2, 8, 154
2, 9, 119
2, 10, 187
2, 11, 169
2, 12, 126
2, 13, 111
3, 1, 180
3, 2, 117
3, 3, 188
3, 4, 117
3, 5, 177
3, 6, 188
3, 7, 161
3, 8, 163
3, 9, 122
3, 10, 129
3, 11, 173
3, 12, 150
3, 13, 113
4, 1, 159
4, 2, 159
4, 3, 117
4, 4, 188
4, 5, 117
4, 6, 137
4, 7, 182
4, 8, 112
4, 9, 183
4, 10, 151
4, 11, 114
4, 12, 154
4, 13, 123
5, 1, 129
5, 2, 120
5, 3, 125
5, 4, 117
5, 5, 188
5, 6, 117
5, 7, 162
5, 8, 135
5, 9, 182
5, 10, 128
5, 11, 153
5, 12, 165
5, 13, 150
6, 1, 127
6, 2, 180
6, 3, 162
6, 4, 191
6, 5, 117
6, 6, 188
6, 7, 117
6, 8, 173
6, 9, 180
6, 10, 146
6, 11, 146
6, 12, 120
6, 13, 150
7, 1, 176
7, 2, 126
7, 3, 153
7, 4, 163
7, 5, 171
7, 6, 117
7, 7, 188
7, 8, 117
7, 9, 113
7, 10, 115
7, 11, 121
7, 12, 147
7, 13, 185
8, 1, 114
8, 2, 132
8, 3, 150
8, 4, 168
8, 5, 121
8, 6, 140
8, 7, 117
8, 8, 188
8, 9, 117
8, 10, 134
8, 11, 190
8, 12, 121
8, 13, 133
9, 1, 151
9, 2, 162
9, 3, 168
9, 4, 177
9, 5, 191
9, 6, 175
9, 7, 179
9, 8, 117
9, 9, 146
9, 10, 171
9, 11, 141
9, 12, 191
9, 13, 141
